Places,Population,radius(in m), time(in next 20 minute) ,Average Priority Of accident,Covid Cases,Accident Probability
1001,10666,900,0.88,4,642,0.825021661
1001,10666,900,0.89,9,761,0.788083625
1001,10666,900,0.9,6,649,0.795068975
1001,10666,900,0.92,6,821,0.800453032
1001,10666,900,0.93,9,731,0.812180375
1001,10666,900,0.94,3,806,0.815081268
1001,10666,900,0.96,3,686,0.815584089
1001,10666,900,0.97,6,821,0.790961311
1001,10666,900,0.99,8,679,0.787665896
1001,13056,1000,0,10,959,0.960239129
1001,13056,1000,0.01,6,767,0.963072054
1001,13056,1000,0.03,1,968,0.809725901
1001,13056,1000,0.04,9,785,0.956380328
1001,13056,1000,0.06,9,959,0.958460316
1001,13056,1000,0.07,10,859,0.901838888
1001,13056,1000,0.08,1,996,0.985622511
1001,13056,1000,0.1,9,913,0.974808456
1001,13056,1000,0.11,1,987,0.989340137
1001,13056,1000,0.13,1,813,0.956841502
1001,13056,1000,0.14,10,923,0.990761305
1001,13056,1000,0.15,5,749,0.965613216
1001,13056,1000,0.17,10,913,0.977697851
1001,13056,1000,0.18,6,886,0.972304942
1001,13056,1000,0.19,7,996,0.9733967
1001,13056,1000,0.21,5,831,0.888464732
1001,13056,1000,0.22,5,913,0.978544905
1001,13056,1000,0.24,9,776,0.985114279
1001,13056,1000,0.25,7,941,0.966855561
1001,13056,1000,0.26,9,840,0.991589535
1001,13056,1000,0.28,6,959,0.967984967
1001,13056,1000,0.29,8,795,0.973490817
1001,13056,1000,0.31,3,932,0.97780138
1001,13056,1000,0.32,2,886,0.989970721
1001,13056,1000,0.33,4,996,0.985980156
1001,13056,1000,0.35,1,795,0.856224745
1001,13056,1000,0.36,8,923,0.976568446
1001,13056,1000,0.38,6,731,0.963787344
1001,13056,1000,0.39,6,923,0.992634235
1001,13056,1000,0.4,1,776,0.97158024
1001,13056,1000,0.42,6,959,0.956587386
1001,13056,1000,0.43,1,804,0.98748603
1001,13056,1000,0.44,2,977,0.972361412
1001,13056,1000,0.46,2,795,0.967382617
1001,13056,1000,0.47,8,923,0.955392099
1001,13056,1000,0.49,9,868,0.978770786
1001,13056,1000,0.5,6,950,0.93493534
1001,13056,1000,0.51,7,758,0.992173061
1001,13056,1000,0.53,2,987,0.953415639
1001,13056,1000,0.54,9,849,0.98176371
1001,13056,1000,0.56,2,923,0.981133126
1001,13056,1000,0.57,1,767,0.977490794
1001,13056,1000,0.58,7,941,0.987561324
1001,13056,1000,0.6,2,895,0.973471994
1001,13056,1000,0.61,4,996,0.969528255
1001,13056,1000,0.63,2,785,0.974544696
1001,13056,1000,0.64,6,959,0.990516601
1001,13056,1000,0.65,8,868,0.961999119
1001,13056,1000,0.67,1,923,0.984201343
1001,13056,1000,0.68,5,776,0.98061118
1001,13056,1000,0.69,4,932,0.991350941
1001,13056,1000,0.71,9,767,0.994648341
1001,13056,1000,0.72,7,1005,0.988427201
1001,13056,1000,0.74,8,913,0.992867179
1001,13056,1000,0.75,10,959,0.997124741
1001,13056,1000,0.76,8,776,0.963034407
1001,13056,1000,0.78,7,996,0.965283806
1001,13056,1000,0.79,3,785,0.963401464
1001,13056,1000,0.81,1,950,0.95760385
1001,13056,1000,0.82,5,740,0.990153771
1001,13056,1000,0.83,3,950,0.989914518
1001,13056,1000,0.85,8,877,0.995721276
1001,13056,1000,0.86,8,959,0.971956708
1001,13056,1000,0.88,4,822,0.973057878
1001,13056,1000,0.89,8,923,0.98853073
1001,13056,1000,0.9,5,767,0.959702662
1001,13056,1000,0.92,10,932,0.968512022
1001,13056,1000,0.93,10,822,0.971269653
1001,13056,1000,0.94,9,1005,0.989914518
1001,13056,1000,0.96,9,758,0.989914518
1001,13056,1000,0.97,10,1005,0.98060607
1001,13056,1000,0.99,3,877,0.98572604
1002,131,100,0,10,47,0.035944103
1002,131,100,0.01,1,38,0.036170656
1002,131,100,0.03,7,44,0.03663316
1002,131,100,0.04,5,43,0.03655277
1002,131,100,0.06,9,45,0.036907043
1002,131,100,0.07,6,43,0.036495001
1002,131,100,0.08,4,47,0.036019272
1002,131,100,0.1,5,36,0.036798464
1002,131,100,0.11,9,47,0.036757051
1002,131,100,0.13,9,39,0.036702414
1002,131,100,0.14,1,46,0.036272623
1002,131,100,0.15,5,39,0.036027973
1002,131,100,0.17,3,48,0.036401734
1002,131,100,0.18,1,35,0.036187013
1002,131,100,0.19,3,45,0.037407828
1002,131,100,0.21,2,41,0.035867541
1002,131,100,0.22,9,48,0.035655255
1002,131,100,0.24,8,40,0.035927398
1002,131,100,0.25,6,48,0.035756526
1002,131,100,0.26,4,40,0.035788891
1002,131,100,0.28,6,46,0.035415129
1002,131,100,0.29,5,44,0.036835353
1002,131,100,0.31,2,48,0.035864408
1002,131,100,0.32,8,39,0.03725714
1002,131,100,0.33,4,45,0.036250002
1002,131,100,0.35,1,42,0.036285499
1002,131,100,0.36,6,48,0.037172226
1002,131,100,0.38,6,42,0.03638155
1002,131,100,0.39,3,45,0.035952803
1002,131,100,0.4,9,36,0.036042589
1002,131,100,0.42,9,45,0.035610362
1002,131,100,0.43,7,40,0.037346231
1002,131,100,0.44,3,48,0.036682925
1002,131,100,0.46,6,42,0.035726249
1002,131,100,0.47,4,48,0.037470122
1002,131,100,0.49,1,40,0.036696498
1002,131,100,0.5,6,46,0.035365712
1002,131,100,0.51,3,35,0.035587741
1002,131,100,0.53,9,44,0.035476031
1002,131,100,0.54,3,40,0.03528393
1002,131,100,0.56,3,46,0.036814473
1002,131,100,0.57,3,37,0.03568762
1002,131,100,0.58,2,48,0.036565298
1002,131,100,0.6,2,41,0.035585653
1002,131,100,0.61,5,44,0.035902689
1002,131,100,0.63,3,38,0.036685362
1002,131,100,0.64,7,46,0.037277673
1002,131,100,0.65,7,41,0.036044677
1002,131,100,0.67,4,45,0.037256792
1002,131,100,0.68,8,41,0.036225294
1002,131,100,0.69,7,44,0.037002746
1002,131,100,0.71,7,43,0.036599055
1002,131,100,0.72,5,48,0.036779672
1002,131,100,0.74,7,36,0.036055813
1002,131,100,0.75,6,48,0.036435839
1002,131,100,0.76,8,42,0.036538502
1002,131,100,0.78,4,48,0.035429049
1002,131,100,0.79,7,36,0.035853272
1002,131,100,0.81,9,47,0.036820041
1002,131,100,0.82,3,35,0.036975601
1002,131,100,0.83,7,44,0.036262183
1002,131,100,0.85,7,39,0.035540412
1002,131,100,0.86,2,47,0.036762272
1002,131,100,0.88,9,43,0.035521968
1002,131,100,0.89,10,48,0.035741213
1002,131,100,0.9,3,38,0.036237474
1002,131,100,0.92,8,44,0.035835176
1002,131,100,0.93,7,44,0.036974905
1002,131,100,0.94,5,46,0.035280101
1002,131,100,0.96,9,36,0.035265137
1002,131,100,0.97,8,46,0.036403822
1002,131,100,0.99,5,40,0.03637285
1002,485,200,0,9,174,0.063394775
1002,485,200,0.01,3,148,0.063701249
1002,485,200,0.03,4,173,0.06142893
1002,485,200,0.04,4,158,0.063542646
1002,485,200,0.06,5,179,0.061383019
1002,485,200,0.07,4,145,0.063000652
1002,485,200,0.08,3,166,0.061768198
1002,485,200,0.1,8,145,0.064035151
1002,485,200,0.11,2,174,0.063307126
1002,485,200,0.13,8,133,0.062071094
1002,485,200,0.14,2,166,0.063114537
1002,485,200,0.15,7,133,0.062625609
1002,485,200,0.17,8,173,0.062619051
1002,485,200,0.18,3,164,0.062577313
1002,485,200,0.19,10,168,0.062082423
1002,485,200,0.21,2,131,0.062239834
1002,485,200,0.22,5,164,0.061411043
1002,485,200,0.24,2,155,0.061799203
1002,485,200,0.25,7,174,0.062706104
1002,485,200,0.26,6,155,0.062815218
1002,485,200,0.28,5,181,0.062553463
1002,485,200,0.29,1,135,0.061165983
1002,485,200,0.31,2,169,0.060933444
1002,485,200,0.32,1,156,0.062957126
1002,485,200,0.33,2,169,0.063792476
1002,485,200,0.35,9,143,0.061570838
1002,485,200,0.36,5,179,0.062055592
1002,485,200,0.38,7,141,0.063413259
1002,485,200,0.39,8,171,0.061354995
1002,485,200,0.4,10,158,0.062117006
1002,485,200,0.42,8,171,0.060434977
1002,485,200,0.43,4,148,0.060927482
1002,485,200,0.44,4,181,0.06422774
1002,485,200,0.46,9,159,0.062213003
1002,485,200,0.47,2,164,0.062881402
1002,485,200,0.49,4,141,0.063141368
1002,485,200,0.5,10,164,0.063658915
1002,485,200,0.51,1,148,0.063079358
1002,485,200,0.53,2,171,0.061880294
1002,485,200,0.54,5,148,0.063181913
1002,485,200,0.56,3,171,0.064138302
1002,485,200,0.57,9,141,0.063016155
1002,485,200,0.58,2,179,0.061752099
1002,485,200,0.6,9,159,0.061754484
1002,485,200,0.61,2,164,0.063942732
1002,485,200,0.63,5,153,0.06353251
1002,485,200,0.64,5,164,0.063610619
1002,485,200,0.65,7,146,0.062257125
1002,485,200,0.67,5,178,0.062299459
1002,485,200,0.68,4,145,0.062446137
1002,485,200,0.69,2,176,0.062196308
1002,485,200,0.71,10,146,0.062292304
1002,485,200,0.72,7,171,0.062425865
1002,485,200,0.74,9,156,0.06335423
1002,485,200,0.75,8,178,0.06301854
1002,485,200,0.76,4,159,0.062946393
1002,485,200,0.78,9,178,0.061793837
1002,485,200,0.79,7,135,0.061434893
1002,485,200,0.81,7,168,0.060563768
1002,485,200,0.82,7,141,0.060471349
1002,485,200,0.83,8,181,0.060620412
1002,485,200,0.85,7,163,0.060750395
1002,485,200,0.86,1,174,0.064097161
1002,485,200,0.88,5,138,0.060742644
1002,485,200,0.89,6,178,0.061805166
1002,485,200,0.9,5,143,0.060456442
1002,485,200,0.92,10,171,0.063883703
1002,485,200,0.93,1,131,0.063674418
1002,485,200,0.94,1,171,0.06350389
1002,485,200,0.96,10,140,0.062319732
1002,485,200,0.97,6,179,0.061359765
1002,485,200,0.99,9,141,0.063205763
1002,1019,300,0,2,374,0.100841515
1002,1019,300,0.01,2,311,0.101820974
1002,1019,300,0.03,5,346,0.104458425
1002,1019,300,0.04,5,301,0.099593166
1002,1019,300,0.06,2,367,0.099780516
1002,1019,300,0.07,6,308,0.101652068
1002,1019,300,0.08,3,360,0.100267818
1002,1019,300,0.1,8,294,0.103655638
1002,1019,300,0.11,5,353,0.101581205
1002,1019,300,0.13,10,280,0.101194858
1002,1019,300,0.14,7,353,0.100205692
1002,1019,300,0.15,2,346,0.101272516
1002,1019,300,0.17,1,381,0.102989723
1002,1019,300,0.18,4,339,0.10438368
1002,1019,300,0.19,5,377,0.098375881
1002,1019,300,0.21,8,294,0.104287578
1002,1019,300,0.22,10,356,0.103193574
1002,1019,300,0.24,5,284,0.09954366
1002,1019,300,0.25,8,363,0.101866597
1002,1019,300,0.26,8,277,0.098672922
1002,1019,300,0.28,1,381,0.10375174
1002,1019,300,0.29,1,336,0.103825514
1002,1019,300,0.31,7,381,0.104077902
1002,1019,300,0.32,10,308,0.103148921
1002,1019,300,0.33,4,374,0.098945695
1002,1019,300,0.35,6,342,0.100739589
1002,1019,300,0.36,9,377,0.103183867
1002,1019,300,0.38,1,339,0.102034532
1002,1019,300,0.39,9,363,0.100126093
1002,1019,300,0.4,5,311,0.104495313
1002,1019,300,0.42,4,346,0.100712409
1002,1019,300,0.43,7,322,0.103476055
1002,1019,300,0.44,8,346,0.102602405
1002,1019,300,0.46,8,287,0.098729224
1002,1019,300,0.47,5,356,0.099028206
1002,1019,300,0.49,10,301,0.102052005
1002,1019,300,0.5,7,353,0.10429049
1002,1019,300,0.51,9,325,0.100345476
1002,1019,300,0.53,2,346,0.101835534
1002,1019,300,0.54,10,318,0.098500134
1002,1019,300,0.56,6,353,0.100715321
1002,1019,300,0.57,4,311,0.099757219
1002,1019,300,0.58,4,363,0.102343222
1002,1019,300,0.6,4,280,0.104482693
1002,1019,300,0.61,4,381,0.100864812
1002,1019,300,0.63,7,291,0.103266379
1002,1019,300,0.64,5,374,0.102028708
1002,1019,300,0.65,5,280,0.09926118
1002,1019,300,0.67,5,356,0.104641892
1002,1019,300,0.68,2,291,0.102295657
1002,1019,300,0.69,5,349,0.098915603
1002,1019,300,0.71,10,332,0.103339183
1002,1019,300,0.72,9,346,0.100226077
1002,1019,300,0.74,5,322,0.102520864
1002,1019,300,0.75,7,346,0.098593323
1002,1019,300,0.76,8,325,0.099900885
1002,1019,300,0.78,1,370,0.098369086
1002,1019,300,0.79,5,287,0.102773252
1002,1019,300,0.81,5,360,0.104277871
1002,1019,300,0.82,1,311,0.09873699
1002,1019,300,0.83,7,377,0.100906553
1002,1019,300,0.85,6,325,0.100674551
1002,1019,300,0.86,3,381,0.099621317
1002,1019,300,0.88,2,336,0.1006066
1002,1019,300,0.89,6,360,0.102615024
1002,1019,300,0.9,1,329,0.099946509
1002,1019,300,0.92,8,360,0.103716794
1002,1019,300,0.93,10,280,0.103146009
1002,1019,300,0.94,9,346,0.10231313
1002,1019,300,0.96,1,304,0.100667756
1002,1019,300,0.97,3,370,0.101446275
1002,1019,300,0.99,3,311,0.103915792
1002,1733,400,0,2,642,0.151760477
1002,1733,400,0.01,6,542,0.154356057
1002,1733,400,0.03,10,630,0.149307625
1002,1733,400,0.04,3,506,0.153760133
1002,1733,400,0.06,6,624,0.15593783
1002,1733,400,0.07,1,583,0.15663381
1002,1733,400,0.08,5,612,0.156854523
1002,1733,400,0.1,9,571,0.155174165
1002,1733,400,0.11,5,642,0.149860878
1002,1733,400,0.13,1,571,0.15643664
1002,1733,400,0.14,10,601,0.158212641
1002,1733,400,0.15,1,483,0.157460747
1002,1733,400,0.17,2,624,0.149648994
1002,1733,400,0.18,7,494,0.157544617
1002,1733,400,0.19,4,595,0.15668531
1002,1733,400,0.21,4,565,0.156469012
1002,1733,400,0.22,4,636,0.154997595
1002,1733,400,0.24,4,518,0.156207099
1002,1733,400,0.25,7,642,0.152278416
1002,1733,400,0.26,7,542,0.152321087
1002,1733,400,0.28,3,642,0.153318708
1002,1733,400,0.29,3,494,0.15271837
1002,1733,400,0.31,8,642,0.15647784
1002,1733,400,0.32,8,489,0.158649652
1002,1733,400,0.33,5,642,0.150224318
1002,1733,400,0.35,4,583,0.151764891
1002,1733,400,0.36,5,642,0.158256783
1002,1733,400,0.38,4,524,0.151544179
1002,1733,400,0.39,2,601,0.154854867
1002,1733,400,0.4,1,547,0.155471391
1002,1733,400,0.42,6,630,0.15759906
1002,1733,400,0.43,10,471,0.150640729
1002,1733,400,0.44,9,630,0.156649996
1002,1733,400,0.46,5,583,0.149072198
1002,1733,400,0.47,6,642,0.151170439
1002,1733,400,0.49,3,471,0.155621475
1002,1733,400,0.5,1,595,0.14939591
1002,1733,400,0.51,10,571,0.158384797
1002,1733,400,0.53,9,648,0.15663381
1002,1733,400,0.54,5,471,0.150609829
1002,1733,400,0.56,8,601,0.14961368
1002,1733,400,0.57,8,577,0.153813104
1002,1733,400,0.58,8,612,0.155100594
1002,1733,400,0.6,8,489,0.156629396
1002,1733,400,0.61,5,595,0.153267208
1002,1733,400,0.63,10,589,0.154731268
1002,1733,400,0.64,10,618,0.1579522
1002,1733,400,0.65,9,500,0.158406868
1002,1733,400,0.67,4,595,0.154656226
1002,1733,400,0.68,3,559,0.154666526
1002,1733,400,0.69,5,606,0.15770353
1002,1733,400,0.71,4,512,0.149172255
1002,1733,400,0.72,8,612,0.154250115
1002,1733,400,0.74,8,518,0.15809787
1002,1733,400,0.75,3,636,0.149665179
1002,1733,400,0.76,3,536,0.154248643
1002,1733,400,0.78,6,636,0.150874684
1002,1733,400,0.79,3,542,0.156939865
1002,1733,400,0.81,3,612,0.150159576
1002,1733,400,0.82,9,571,0.157707945
1002,1733,400,0.83,4,589,0.150227261
1002,1733,400,0.85,10,577,0.150832013
1002,1733,400,0.86,8,612,0.153364322
1002,1733,400,0.88,8,553,0.158134656
1002,1733,400,0.89,10,589,0.150979155
1002,1733,400,0.9,2,477,0.155945187
1002,1733,400,0.92,4,589,0.15269777
1002,1733,400,0.93,5,494,0.157949257
1002,1733,400,0.94,8,595,0.154960809
1002,1733,400,0.96,10,489,0.153980845
1002,1733,400,0.97,5,606,0.154971109
1002,1733,400,0.99,5,530,0.152485886
1002,2626,500,0,8,919,0.216417337
1002,2626,500,0.01,1,741,0.222290718
1002,2626,500,0.03,7,973,0.219817605
1002,2626,500,0.04,10,821,0.217407421
1002,2626,500,0.06,9,982,0.222762687
1002,2626,500,0.07,10,866,0.219534424
1002,2626,500,0.08,1,982,0.224967302
1002,2626,500,0.1,3,785,0.223645792
1002,2626,500,0.11,6,955,0.220526606
1002,2626,500,0.13,8,767,0.220256011
1002,2626,500,0.14,5,982,0.21789617
1002,2626,500,0.15,10,892,0.215628625
1002,2626,500,0.17,7,946,0.214961577
1002,2626,500,0.18,4,794,0.219645599
1002,2626,500,0.19,5,901,0.216585148
1002,2626,500,0.21,4,812,0.224682024
1002,2626,500,0.22,7,928,0.217025651
1002,2626,500,0.24,9,857,0.216442508
1002,2626,500,0.25,1,910,0.219874241
1002,2626,500,0.26,6,776,0.214376337
1002,2626,500,0.28,1,919,0.215655895
1002,2626,500,0.29,7,741,0.22327451
1002,2626,500,0.31,4,901,0.217984271
1002,2626,500,0.32,2,767,0.22261795
1002,2626,500,0.33,8,955,0.224998767
1002,2626,500,0.35,3,839,0.221617377
1002,2626,500,0.36,6,955,0.222901131
1002,2626,500,0.38,9,767,0.213856123
1002,2626,500,0.39,10,892,0.224929545
1002,2626,500,0.4,8,785,0.218680686
1002,2626,500,0.42,10,901,0.223626913
1002,2626,500,0.43,1,821,0.215651699
1002,2626,500,0.44,8,937,0.220834959
1002,2626,500,0.46,1,758,0.215794339
1002,2626,500,0.47,5,919,0.218449946
1002,2626,500,0.49,4,821,0.215494377
1002,2626,500,0.5,4,910,0.224113564
1002,2626,500,0.51,3,749,0.212511538
1002,2626,500,0.53,4,982,0.215567794
1002,2626,500,0.54,5,749,0.215347542
1002,2626,500,0.56,1,901,0.215324468
1002,2626,500,0.57,4,839,0.223530422
1002,2626,500,0.58,9,982,0.223228362
1002,2626,500,0.6,8,830,0.217153607
1002,2626,500,0.61,7,919,0.22504911
1002,2626,500,0.63,2,874,0.223438126
1002,2626,500,0.64,9,973,0.214877672
1002,2626,500,0.65,2,848,0.220981793
1002,2626,500,0.67,2,946,0.216394263
1002,2626,500,0.68,1,848,0.215506963
1002,2626,500,0.69,8,910,0.212662568
1002,2626,500,0.71,4,723,0.220803494
1002,2626,500,0.72,10,973,0.223901703
1002,2626,500,0.74,1,803,0.220104981
1002,2626,500,0.75,1,928,0.218867376
1002,2626,500,0.76,4,830,0.219498765
1002,2626,500,0.78,4,955,0.21524266
1002,2626,500,0.79,10,866,0.219276415
1002,2626,500,0.81,7,937,0.221246096
1002,2626,500,0.82,10,803,0.216755056
1002,2626,500,0.83,3,910,0.213820463
1002,2626,500,0.85,6,741,0.21597054
1002,2626,500,0.86,8,964,0.219832289
1002,2626,500,0.88,5,794,0.217747238
1002,2626,500,0.89,7,955,0.212694032
1002,2626,500,0.9,4,812,0.218653417
1002,2626,500,0.92,2,937,0.216446704
1002,2626,500,0.93,5,883,0.221879582
1002,2626,500,0.94,10,919,0.213591821
1002,2626,500,0.96,3,857,0.21423999
1002,2626,500,0.97,1,928,0.213610699
1002,2626,500,0.99,6,848,0.224184884
1002,3700,600,0,7,1258,0.290563163
1002,3700,600,0.01,7,1157,0.297407892
1002,3700,600,0.03,4,1295,0.30399605
1002,3700,600,0.04,1,1258,0.299104107
1002,3700,600,0.06,6,1371,0.297921033
1002,3700,600,0.07,3,1081,0.297154172
1002,3700,600,0.08,3,1258,0.292456082
1002,3700,600,0.1,5,1232,0.298536802
1002,3700,600,0.11,10,1383,0.298451278
1002,3700,600,0.13,7,1018,0.307006477
1002,3700,600,0.14,1,1371,0.289174832
1002,3700,600,0.15,7,1169,0.294474436
1002,3700,600,0.17,6,1295,0.306205407
1002,3700,600,0.18,8,1195,0.289576792
1002,3700,600,0.19,4,1258,0.292165303
1002,3700,600,0.21,8,1056,0.300398363
1002,3700,600,0.22,1,1371,0.294055371
1002,3700,600,0.24,9,1207,0.292316394
1002,3700,600,0.25,9,1283,0.305769237
1002,3700,600,0.26,10,1169,0.291324322
1002,3700,600,0.28,1,1283,0.303397386
1002,3700,600,0.29,6,1006,0.292584368
1002,3700,600,0.31,6,1295,0.29805787
1002,3700,600,0.32,2,1144,0.302368253
1002,3700,600,0.33,9,1346,0.291444055
1002,3700,600,0.35,2,1195,0.299742683
1002,3700,600,0.36,7,1358,0.30009618
1002,3700,600,0.38,3,1207,0.30192068
1002,3700,600,0.39,10,1383,0.291526727
1002,3700,600,0.4,5,1044,0.294913457
1002,3700,600,0.42,5,1371,0.296997379
1002,3700,600,0.43,2,1018,0.302097429
1002,3700,600,0.44,2,1383,0.303289056
1002,3700,600,0.46,7,1245,0.289856169
1002,3700,600,0.47,3,1270,0.292062674
1002,3700,600,0.49,4,1006,0.302550703
1002,3700,600,0.5,2,1383,0.29805787
1002,3700,600,0.51,8,1258,0.289819108
1002,3700,600,0.53,9,1270,0.30519908
1002,3700,600,0.54,7,1018,0.29448584
1002,3700,600,0.56,1,1283,0.296076576
1002,3700,600,0.57,1,1094,0.299126914
1002,3700,600,0.58,2,1358,0.288789976
1002,3700,600,0.6,3,1245,0.297356578
1002,3700,600,0.61,1,1383,0.294417421
1002,3700,600,0.63,9,1018,0.291746237
1002,3700,600,0.64,5,1358,0.293345527
1002,3700,600,0.65,10,1044,0.305096452
1002,3700,600,0.67,5,1295,0.301056893
1002,3700,600,0.68,7,1044,0.296424372
1002,3700,600,0.69,6,1295,0.289725033
1002,3700,600,0.71,8,1169,0.294870695
1002,3700,600,0.72,10,1320,0.297433549
1002,3700,600,0.74,10,1031,0.304560505
1002,3700,600,0.75,7,1308,0.297339473
1002,3700,600,0.76,3,1069,0.305535473
1002,3700,600,0.78,8,1295,0.29485074
1002,3700,600,0.79,1,1044,0.304169948
1002,3700,600,0.81,8,1358,0.295549181
1002,3700,600,0.82,9,1094,0.298154797
1002,3700,600,0.83,6,1383,0.293670516
1002,3700,600,0.85,7,1220,0.296264728
1002,3700,600,0.86,7,1333,0.294511497
1002,3700,600,0.88,7,1031,0.305028033
1002,3700,600,0.89,8,1346,0.293063299
1002,3700,600,0.9,9,1094,0.303984647
1002,3700,600,0.92,2,1295,0.296435775
1002,3700,600,0.93,6,1220,0.298773417
1002,3700,600,0.94,6,1258,0.295882723
1002,3700,600,0.96,2,1232,0.292088331
1002,3700,600,0.97,10,1283,0.296036665
1002,3700,600,0.99,2,1144,0.294790873
1002,4953,700,0,1,1835,0.381351504
1002,4953,700,0.01,6,1684,0.400289668
1002,4953,700,0.03,1,1684,0.385300995
1002,4953,700,0.04,9,1633,0.381978053
1002,4953,700,0.06,9,1734,0.378763264
1002,4953,700,0.07,7,1582,0.384294043
1002,4953,700,0.08,3,1852,0.389791257
1002,4953,700,0.1,4,1566,0.392312367
1002,4953,700,0.11,3,1684,0.383540693
1002,4953,700,0.13,4,1448,0.391976717
1002,4953,700,0.14,4,1684,0.396966725
1002,4953,700,0.15,4,1515,0.380150621
1002,4953,700,0.17,8,1751,0.391797703
1002,4953,700,0.18,8,1347,0.381869898
1002,4953,700,0.19,8,1835,0.386669705
1002,4953,700,0.21,5,1650,0.385703776
1002,4953,700,0.22,10,1835,0.379445754
1002,4953,700,0.24,10,1397,0.395400355
1002,4953,700,0.25,3,1801,0.39229372
1002,4953,700,0.26,10,1347,0.389877034
1002,4953,700,0.28,8,1768,0.384346255
1002,4953,700,0.29,10,1431,0.393099282
1002,4953,700,0.31,1,1818,0.388180133
1002,4953,700,0.32,7,1448,0.39918202
1002,4953,700,0.33,5,1835,0.383246067
1002,4953,700,0.35,3,1380,0.392405604
1002,4953,700,0.36,7,1835,0.382455423
1002,4953,700,0.38,1,1414,0.398018431
1002,4953,700,0.39,5,1700,0.383917368
1002,4953,700,0.4,3,1481,0.395482403
1002,4953,700,0.42,9,1835,0.392185566
1002,4953,700,0.43,5,1397,0.392763631
1002,4953,700,0.44,9,1835,0.398719568
1002,4953,700,0.46,3,1515,0.390272356
1002,4953,700,0.47,3,1785,0.40027102
1002,4953,700,0.49,10,1498,0.389891952
1002,4953,700,0.5,9,1785,0.384391009
1002,4953,700,0.51,10,1481,0.387538667
1002,4953,700,0.53,3,1768,0.382753779
1002,4953,700,0.54,4,1633,0.394941632
1002,4953,700,0.56,5,1785,0.387702763
1002,4953,700,0.57,6,1599,0.396015714
1002,4953,700,0.58,10,1684,0.386930766
1002,4953,700,0.6,9,1616,0.395303389
1002,4953,700,0.61,1,1717,0.385342019
1002,4953,700,0.63,6,1616,0.392551052
1002,4953,700,0.64,4,1835,0.401069123
1002,4953,700,0.65,10,1599,0.402020134
1002,4953,700,0.67,5,1835,0.387676657
1002,4953,700,0.68,6,1650,0.377808524
1002,4953,700,0.69,7,1700,0.389504089
1002,4953,700,0.71,5,1684,0.391242014
1002,4953,700,0.72,5,1717,0.383984498
1002,4953,700,0.74,2,1380,0.398603955
1002,4953,700,0.75,9,1785,0.400658884
1002,4953,700,0.76,5,1684,0.38649442
1002,4953,700,0.78,10,1852,0.377980079
1002,4953,700,0.79,2,1549,0.383231149
1002,4953,700,0.81,1,1751,0.38458494
1002,4953,700,0.82,2,1667,0.397447824
1002,4953,700,0.83,6,1801,0.383462375
1002,4953,700,0.85,2,1431,0.380076031
1002,4953,700,0.86,8,1818,0.40054327
1002,4953,700,0.88,3,1532,0.383328115
1002,4953,700,0.89,1,1852,0.385565787
1002,4953,700,0.9,1,1448,0.378916172
1002,4953,700,0.92,6,1734,0.378804288
1002,4953,700,0.93,1,1465,0.396679557
1002,4953,700,0.94,9,1717,0.391450864
1002,4953,700,0.96,10,1481,0.387904154
1002,4953,700,0.97,8,1835,0.387892965
